"gene_id","organism","sample_id","abundance","date","latitude","longitude"
"blaCTX-M-15","Klebsiella pneumoniae","S0865",10.2,2021-01-18,59.3902231017128,-84.081927924417
"mecA","Staphylococcus aureus","S0866",41.2,2022-07-31,53.6036136159673,-92.1206667518709
"tetM","Staphylococcus aureus","S0867",19.3,2022-07-02,55.402388617862,-111.287366657052
"tetM","Pseudomonas aeruginosa","S0868",16.9,2022-06-20,54.5666107223369,-84.1756108100526
"blaCTX-M-15","Escherichia coli","S0869",19.6,2021-04-08,53.9140363177285,-90.7552803179715
"blaCTX-M-15","Klebsiella pneumoniae","S0870",39.2,2022-09-19,50.8818667754531,-110.635480218334
"ermB","Streptococcus pneumoniae","S0871",41.5,2022-03-26,43.3860749322921,-70.6347514968365
"blaCTX-M-15","Escherichia coli","S0872",63.4,2023-07-14,57.9844669047743,-110.050616854569
"blaCTX-M-15","Escherichia coli","S0873",21,2021-04-11,36.0215579010546,-115.856566312723
"tetM","Staphylococcus aureus","S0874",14.1,2022-02-07,54.9144295603037,-81.2789132550824
"vanA","Enterococcus faecium","S0875",0,2022-03-15,35.3668146198615,-92.8143349022139
"mecA","Staphylococcus aureus","S0876",29.9,2021-04-15,59.2187832929194,-86.5204859618098
"vanA","Enterococcus faecium","S0877",0,2023-04-10,53.5217876876704,-123.881018272368
"vanA","Enterococcus faecium","S0878",9.9,2021-01-20,54.6784553774633,-101.616139487596
"tetM","Staphylococcus aureus","S0879",14.1,2021-12-19,55.8013243414462,-103.286616253899
"tetM","Staphylococcus aureus","S0880",20.3,2021-03-29,45.6438155989163,-113.253110463265
"blaCTX-M-15","Escherichia coli","S0881",21.7,2021-05-04,49.7069756286219,-102.963964447845
"blaCTX-M-15","Klebsiella pneumoniae","S0882",45.8,2022-08-15,49.4843359212391,-115.297821296845
"ermB","Enterococcus faecium","S0883",6.7,2021-01-02,56.2060017441399,-103.706967115868
"ermB","Streptococcus pneumoniae","S0884",32.4,2022-02-16,55.0013743252493,-101.78671370144
"blaCTX-M-15","Klebsiella pneumoniae","S0885",37.3,2022-07-17,48.9293613987975,-119.515931688948
"tetM","Staphylococcus aureus","S0886",1.5,2023-08-28,35.3974615344778,-112.492725780467
"blaCTX-M-15","Klebsiella pneumoniae","S0887",17.9,2021-01-18,59.3932338096201,-86.6125535895117
"vanA","Enterococcus faecalis","S0888",15.5,2021-01-02,45.3346692980267,-87.2057806281373
"ermB","Streptococcus pneumoniae","S0889",20.1,2021-10-28,43.0670075914823,-75.5099546199199
"blaCTX-M-15","Klebsiella pneumoniae","S0890",18.3,2021-02-11,45.0703505952843,-97.8694627201185
"blaCTX-M-15","Escherichia coli","S0891",12.2,2021-01-08,41.3451561639085,-104.06810948276
"mecA","Staphylococcus aureus","S0892",44.5,2022-07-03,59.040489747189,-102.468412377639
"blaCTX-M-15","Klebsiella pneumoniae","S0893",53.8,2023-03-11,55.814207133837,-93.3296123379841
"blaCTX-M-15","Klebsiella pneumoniae","S0894",63.2,2023-03-22,59.8154723574407,-101.190808725078
"ermB","Enterococcus faecium","S0895",21.9,2021-11-01,46.977505040355,-82.7224948536605
"vanA","Enterococcus faecium","S0896",0,2023-11-11,36.6481716861017,-75.769103160128
"mecA","Staphylococcus aureus","S0897",13.4,2021-02-07,34.0587623603642,-103.815127558773
"vanA","Enterococcus faecalis","S0898",0,2023-05-03,55.4361975560896,-74.22176921973
"vanA","Enterococcus faecalis","S0899",9.3,2022-04-05,45.4238343890756,-78.6877747718245
"blaCTX-M-15","Escherichia coli","S0900",29.1,2021-06-19,36.4053142853081,-118.535368625307
"vanA","Enterococcus faecium","S0901",0,2021-08-15,52.2996249301359,-86.532138956245
"vanA","Enterococcus faecalis","S0902",18.8,2021-03-06,48.4240230219439,-82.5275065365713
"vanA","Enterococcus faecium","S0903",14.7,2021-01-01,40.4937253803946,-91.4699450670741
"blaCTX-M-15","Klebsiella pneumoniae","S0904",40.3,2022-05-11,53.7890342306346,-73.7882064504083
"blaCTX-M-15","Klebsiella pneumoniae","S0905",60.9,2023-03-20,54.8612781818956,-100.844011197332
"vanA","Enterococcus faecalis","S0906",14.2,2021-01-18,38.9962255144492,-71.7844405025244
"blaCTX-M-15","Klebsiella pneumoniae","S0907",63.1,2023-11-01,37.9764731721953,-104.649110741448
"mecA","Staphylococcus aureus","S0908",62.1,2023-07-02,49.1988932169043,-70.1493430917617
"tetM","Staphylococcus aureus","S0909",14.1,2021-02-14,35.3100171540864,-123.327977753943
"tetM","Staphylococcus aureus","S0910",7.5,2021-10-08,42.8840108248405,-117.391264153412
"mecA","Staphylococcus aureus","S0911",20.2,2021-01-26,40.7808354329318,-115.080495830625
"ermB","Enterococcus faecium","S0912",20.3,2021-11-20,54.5432810867205,-113.990268321941
"tetM","Pseudomonas aeruginosa","S0913",3.3,2023-10-20,48.5888323686086,-88.8252797024325
"tetM","Staphylococcus aureus","S0914",13,2021-09-01,57.0701948776841,-91.5167884819675
"mecA","Staphylococcus aureus","S0915",58.8,2023-08-22,51.012400269974,-77.2588743537199
"blaCTX-M-15","Escherichia coli","S0916",66,2023-04-24,39.5425116000697,-84.7898699319921
"blaCTX-M-15","Klebsiella pneumoniae","S0917",53.9,2023-11-06,38.3861012123525,-90.6429467583075
"ermB","Streptococcus pneumoniae","S0918",27.1,2021-08-22,43.2607192848809,-116.35078598978
"ermB","Enterococcus faecium","S0919",35.5,2022-06-06,50.5823058304377,-79.6316431823652
"ermB","Streptococcus pneumoniae","S0920",51.8,2023-03-25,42.8354453425854,-112.620464592474
"vanA","Enterococcus faecium","S0921",6.6,2021-06-02,49.5086434427649,-88.2222636137158
"tetM","Pseudomonas aeruginosa","S0922",17.6,2022-05-06,45.5494082928635,-93.9885781565681
"tetM","Staphylococcus aureus","S0923",10.8,2023-06-22,47.9208290469833,-87.9183539398946
"vanA","Enterococcus faecalis","S0924",3.2,2021-07-05,57.5522275730036,-98.4480922890361
"vanA","Enterococcus faecalis","S0925",0,2023-05-24,44.8374179331586,-84.4155292061623
"blaCTX-M-15","Escherichia coli","S0926",62.5,2023-11-22,49.2068892675452,-120.314692846732
"mecA","Staphylococcus aureus","S0927",23.1,2021-01-31,46.396328499075,-73.3846103295218
"blaCTX-M-15","Escherichia coli","S0928",69.6,2023-11-27,43.445125292521,-104.149959761417
"vanA","Enterococcus faecalis","S0929",0,2023-05-25,50.897303677164,-112.55462482688
"tetM","Pseudomonas aeruginosa","S0930",12.5,2022-01-14,46.6709410222247,-116.60818869248
"blaCTX-M-15","Escherichia coli","S0931",35.1,2021-12-17,47.5631498745643,-101.010885182768
"vanA","Enterococcus faecium","S0932",0,2023-12-13,41.3079421441071,-115.998747504782
"blaCTX-M-15","Escherichia coli","S0933",15.8,2021-05-09,49.2688043895178,-122.538640069542
"ermB","Streptococcus pneumoniae","S0934",26.7,2021-07-18,35.6400146996602,-72.3775516496971
"tetM","Staphylococcus aureus","S0935",23,2021-05-26,52.9532317756675,-97.4756204080768
"blaCTX-M-15","Klebsiella pneumoniae","S0936",34.5,2022-05-22,55.1846738806926,-86.4635986764915
"mecA","Staphylococcus aureus","S0937",62.6,2023-03-21,41.3810015320778,-100.199719221564
"tetM","Staphylococcus aureus","S0938",9.8,2022-07-04,36.7454124991782,-124.952535599004
"tetM","Staphylococcus aureus","S0939",11.1,2022-06-26,34.4820881341584,-71.1752031685319
"blaCTX-M-15","Escherichia coli","S0940",47.2,2022-10-31,35.2691875812598,-113.915789456805
"ermB","Streptococcus pneumoniae","S0941",22.3,2021-12-11,34.8040934307501,-97.84022457432
"mecA","Staphylococcus aureus","S0942",25.8,2022-01-10,51.680993096903,-111.011695350753
"ermB","Streptococcus pneumoniae","S0943",25.4,2021-05-04,54.9055738323368,-74.0281853789929
"vanA","Enterococcus faecalis","S0944",0,2023-08-26,53.8187913391739,-120.066301901825
"tetM","Pseudomonas aeruginosa","S0945",11,2022-05-05,44.6491252318956,-118.897519747261
"blaCTX-M-15","Escherichia coli","S0946",14.5,2021-03-25,55.1811527092941,-103.508779644035
"ermB","Enterococcus faecium","S0947",54.7,2023-01-09,56.6357789691538,-70.7599498401396
"ermB","Enterococcus faecium","S0948",21.1,2021-04-11,54.076688580215,-103.648157774005
"vanA","Enterococcus faecium","S0949",0,2022-10-31,53.5725516909733,-100.15611729701
"ermB","Streptococcus pneumoniae","S0950",41,2022-10-17,56.8518832679838,-120.838920368114
"ermB","Enterococcus faecium","S0951",45,2022-08-01,46.8932910286821,-115.250214061234
"vanA","Enterococcus faecalis","S0952",0,2022-01-31,35.3387922905385,-122.69531280268
"blaCTX-M-15","Escherichia coli","S0953",17.9,2021-02-13,44.3063831641339,-96.9577234413009
"vanA","Enterococcus faecium","S0954",0,2022-12-07,43.8219195017591,-76.6647314012516
"tetM","Pseudomonas aeruginosa","S0955",12.4,2022-10-17,38.7305206288584,-71.5953674900811
"vanA","Enterococcus faecalis","S0956",3.5,2021-06-01,38.5682431384921,-79.4455163227394
"vanA","Enterococcus faecalis","S0957",0,2023-12-30,40.2182725151069,-109.266666061012
"tetM","Staphylococcus aureus","S0958",7.7,2021-10-20,41.15999836009,-95.5141310347244
"mecA","Staphylococcus aureus","S0959",34,2022-03-19,37.9581765211187,-108.463408686221
"tetM","Pseudomonas aeruginosa","S0960",15.8,2023-03-13,37.3895432502031,-80.2904416690581
"tetM","Staphylococcus aureus","S0961",14.2,2022-06-04,57.3606054722331,-107.422559452243
"mecA","Staphylococcus aureus","S0962",38.9,2022-08-17,52.0799195100553,-85.4109364026226
"tetM","Pseudomonas aeruginosa","S0963",15.9,2021-11-17,49.1883174199611,-107.34457588871
"ermB","Streptococcus pneumoniae","S0964",43.9,2022-10-17,41.1191208851524,-71.2714595615398
"blaCTX-M-15","Escherichia coli","S0965",34.3,2022-08-28,57.095658714883,-72.2142133140005
"mecA","Staphylococcus aureus","S0966",51.1,2023-08-17,35.3673765570857,-100.400418490171
"blaCTX-M-15","Escherichia coli","S0967",23.6,2021-08-17,59.5936060878448,-124.894910821458
"blaCTX-M-15","Klebsiella pneumoniae","S0968",55,2023-06-29,50.1180845783092,-77.9632130591199
"tetM","Staphylococcus aureus","S0969",14.4,2021-10-08,57.8628779565915,-101.618297821842
"blaCTX-M-15","Klebsiella pneumoniae","S0970",39.2,2022-01-13,51.6228972435929,-102.312046545558
"blaCTX-M-15","Klebsiella pneumoniae","S0971",46.1,2022-09-16,49.3830179381184,-75.2455015934538
"vanA","Enterococcus faecium","S0972",19.9,2021-03-24,49.7040905873291,-99.1327801195439
"vanA","Enterococcus faecium","S0973",0,2023-01-31,39.8873753626831,-77.5789691717364
"vanA","Enterococcus faecium","S0974",0,2022-08-29,39.8966127941385,-116.471010246314
"blaCTX-M-15","Klebsiella pneumoniae","S0975",28.9,2021-05-10,56.0140827568248,-86.9526035326999
"mecA","Staphylococcus aureus","S0976",35.4,2022-09-02,45.1747823609039,-108.505848187488
"ermB","Enterococcus faecium","S0977",62.6,2023-03-21,36.9237863700837,-107.180698087905
"ermB","Streptococcus pneumoniae","S0978",45.4,2022-07-13,47.7858655424789,-107.016265288694
"vanA","Enterococcus faecalis","S0979",20.7,2021-03-23,36.1264401995577,-124.228445916669
"blaCTX-M-15","Escherichia coli","S0980",37.4,2022-06-12,37.7718994314782,-101.081116786227
"ermB","Enterococcus faecium","S0981",60.8,2023-03-10,54.8010324602947,-113.648738412885
"tetM","Staphylococcus aureus","S0982",12.2,2023-01-30,38.315869005397,-75.7921210722998
"mecA","Staphylococcus aureus","S0983",26.8,2021-04-10,46.204915065784,-74.5153981435578
"ermB","Enterococcus faecium","S0984",19.9,2021-06-21,41.7956697787158,-95.0864215777256
"vanA","Enterococcus faecalis","S0985",17.2,2021-01-17,35.3384430040605,-79.7147101676092
"tetM","Pseudomonas aeruginosa","S0986",21,2022-03-16,44.6625656029209,-90.0442593113985
"tetM","Pseudomonas aeruginosa","S0987",12.6,2021-05-01,38.1357492348179,-95.17639361904
"mecA","Staphylococcus aureus","S0988",35.7,2022-06-06,51.1869149669074,-99.0196545666549
"blaCTX-M-15","Escherichia coli","S0989",68.7,2023-11-22,49.2615222274326,-71.331470166333
"vanA","Enterococcus faecalis","S0990",7.6,2022-04-15,37.3024209453724,-110.820186261553
"mecA","Staphylococcus aureus","S0991",29.7,2021-11-26,56.628720081877,-80.0300275173504
"ermB","Enterococcus faecium","S0992",16,2021-09-20,45.6739670871757,-77.5078957737423
"tetM","Pseudomonas aeruginosa","S0993",11.9,2022-03-04,46.3329354519956,-81.402927597519
"blaCTX-M-15","Klebsiella pneumoniae","S0994",35.9,2022-05-23,43.7728478116915,-116.045078103198
"tetM","Pseudomonas aeruginosa","S0995",9.4,2021-12-07,42.6728647425771,-88.1520230590831
"mecA","Staphylococcus aureus","S0996",52.2,2023-07-05,42.0467073018663,-122.536710572895
"blaCTX-M-15","Klebsiella pneumoniae","S0997",24.5,2021-09-12,45.1633841646835,-85.9450719004963
"blaCTX-M-15","Klebsiella pneumoniae","S0998",59.5,2023-06-09,56.9014950115234,-100.891919238493
"tetM","Pseudomonas aeruginosa","S0999",16.9,2021-01-23,38.8785096150823,-94.4496410968713
"tetM","Staphylococcus aureus","S1000",7.8,2021-12-14,51.6709778751247,-105.01631572959
